1 0 0 0 0 0 0 0.833333 -0.826087 1 0.819 0.736 0.00943396 0.272143 0.343433
1 0 0 0 0 0 0 0.75 -0.73913 1 0.807 0.748 0.00943396 0.283571 0.344118
1 0 0 0 0 0 0 0.666667 -0.652174 1 0.797 0.776 0.00943396 0.275714 0.343848
1 0 0 0 0 0 0 0.583333 -0.565217 1 0.79 0.788 0.0095283 0.217143 0.342374
1 0 0 0 0 0 0 0.5 -0.478261 1 0.789 0.796 0.0095283 0.202857 0.344832
1 0 0 0 0 0 0 0.416667 -0.391304 1 0.785 0.808 0.00990566 0.138214 0.357895
1 0 0 0 0 0 0 0.333333 -0.304348 1 0.787 0.828 0.0542453 0.190714 0.408074
1 0 0 0 0 0 0 0.25 -0.217391 1 0.802 0.836 0.217925 0.221071 0.52245
1 0 0 0 0 0 0 0.166667 -0.130435 1 0.834 0.804 0.421415 0.265357 0.575377
1 0 0 0 0 0 0 0.0833333 -0.0434783 1 0.865 0.712 0.553585 0.354643 0.590829
1 0 0 0 0 0 0 0 0.0434783 -1 0.889 0.624 0.69217 0.298929 0.588863
1 0 0 0 0 0 0 0.0833333 0.130435 -1 0.92 0.532 0.976415 0.266071 0.577952
1 0 0 0 0 0 0 0.166667 0.217391 -1 0.933 0.488 0.648868 0.242857 0.589375
1 0 0 0 0 0 0 0.25 0.304348 -1 0.945 0.456 0.689906 0.185714 0.595558
1 0 0 0 0 0 0 0.333333 0.391304 -1 0.963 0.412 0.734528 0.206071 0.586876
1 0 0 0 0 0 0 0.416667 0.478261 -1 0.97 0.4 0.563208 0.181429 0.554262
1 0 0 0 0 0 0 0.5 0.565217 -1 0.97 0.392 0.342736 0.201786 0.454431
1 0 0 0 0 0 0 0.583333 0.652174 -1 0.966 0.392 0.226698 0.223571 0.406869
1 0 0 0 0 0 0 0.666667 0.73913 -1 0.952 0.416 0.0514151 0.215357 0.389008
1 0 0 0 0 0 0 0.75 0.826087 -1 0.928 0.452 0.00886792 0.153929 0.389735
1 0 0 0 0 0 0 0.833333 0.913043 -1 0.904 0.54 0.00896226 0.198571 0.37161
1 0 0 0 0 0 0 0.916667 1 -1 0.878 0.632 0.0090566 0.168571 0.348286
0 1 0 0 0 0 0 1 -1 1 0.859 0.692 0.0090566 0.155357 0.341578
0 1 0 0 0 0 0 0.916667 -0.913043 1 0.842 0.744 0.00933962 0.162857 0.337687
0 1 0 0 0 0 0 0.833333 -0.826087 1 0.83 0.768 0.00933962 0.145714 0.334101
0 1 0 0 0 0 0 0.75 -0.73913 1 0.817 0.796 0.00943396 0.107857 0.331595
0 1 0 0 0 0 0 0.666667 -0.652174 1 0.807 0.824 0.00943396 0.210714 0.328632
0 1 0 0 0 0 0 0.583333 -0.565217 1 0.802 0.848 0.0095283 0.239643 0.326444
0 1 0 0 0 0 0 0.5 -0.478261 1 0.796 0.864 0.0095283 0.263571 0.326042
0 1 0 0 0 0 0 0.416667 -0.391304 1 0.79 0.864 0.00981132 0.19 0.32643
